id,案件大類型,案件細節類型,主席,調解人,是否成立,調解次數,調解人數,have_other,調解天數,收件年,收件月,收件日,結案年,結案月,結案日,收件星期,結案星期,收件分鐘,結案分鐘,死,賠償,糾紛,二元成立,male_sum,male_mean,聲請人_sum,對造人_sum,法定代理人_sum,委任代理人_sum,公司代表人_sum,age_mean,age_median,age_min,age_max,party_count,age_missing_rate,city_missing_rate,city_mode,mask_all,money_sum,money_mean,money_first,money_last,調解人過去經手數,調解人過去成功數,調解人過去成功率,案件內容_匿名,LANE_1,ROADNAME_1,LANES_1,CAPACITY_1,SPEED_1,LANE_2,ROADNAME_2,LANES_2,CAPACITY_2,SPEED_2,載具1,載具2,受傷,死亡,車損
10200689,B.刑事,交通事故,385000000000000.0,277000000000000.0,成立,1.0,5.0,1.0,15.0,2013.0,10.0,280.0,2013.0,10.0,298.0,0.0,4.0,880.0,560.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,1.0,2.0,0.0,0.0,38.66666666666666,47.0,18.0,51.0,4.0,0.25,0.0,台南,"[時間],[人名]騎乘[人名]所有[車號]機車,在[地點]發生車禍,[人名]受傷,故聲請就調解｡現就[人名]體傷賠償調解如下:r\n\一､[人名]同意給付[人名]醫療費､慰問金及其他一切必要費用共計新台幣28000元整〈不含強制汽車責任保險各項給付〉r\n\二､給付方式:[時間]在調解委員會當場以現金付清,不另立據｡r\n\三､兩造同意拋棄本事件民事其餘請求權､不追究刑事責任｡",28000.0,28000.0,28000.0,28000.0,128.0,90.0,0.703125,民國102年9月22日22時30分，[姓名]騎乘[姓名]所有[車牌]號機車，在臺南北區北門路二段火車站圓環附近，與[姓名]駕駛[車牌]號營業小客車發生車禍，[姓名]受傷。現就[姓名]體傷賠償,0,北門路,1.0,1760.0,32.0,0,,,,,機車,營業小客車,1,0,0
10200707,B.刑事,交通事故,385000000000000.0,222000000000000.0,成立,1.0,6.0,1.0,10.0,2013.0,10.0,287.0,2013.0,10.0,298.0,0.0,4.0,839.0,600.0,0.0,0.0,1.0,1.0,2.0,0.3333333333333333,2.0,2.0,2.0,1.0,0.0,36.75,42.5,17.0,45.0,6.0,0.3333333333333333,0.0,台南,"[時間],[人名]騎乘[人名]所有[車號]機車,在[地點]發生車禍,雙方車損人傷,故聲請就調解｡",-1.0,-1.0,-1.0,-1.0,45.0,32.0,0.711111111,[姓名]騎乘[姓名]所有[車牌]機車，在臺南市北區海安路與成功路口，與[姓名]騎乘腳踏車發生車禍，雙方車損人傷。,0,海安路,2.0,1850.0,37.0,0,成功路,1.0,1860.0,50.0,機車,腳踏車,1,0,1
10200717,B.刑事,交通事故,385000000000000.0,354000000000000.0,成立,1.0,2.0,0.0,7.0,2013.0,10.0,296.0,2013.0,10.0,304.0,2.0,3.0,683.0,860.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]駕駛[人名]所有[車號]自小客車,在[地點]發生車禍,雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,78.0,54.0,0.692307692,民國102年9月8日17時45分許，XXX駕駛[姓名]所有[車牌]自小客車，在臺南市北區大興街223巷46弄，與[姓名]騎乘[姓名]所有[車牌]機車發生車禍，雙方車損，[姓名]受傷,1,大興街,1.0,1760.0,32.0,0,,,,,自小客車,機車,1,0,1
10200720,B.刑事,交通事故,385000000000000.0,,不成立,3.0,3.0,1.0,112.0,2013.0,10.0,296.0,2014.0,3.0,86.0,2.0,3.0,860.0,910.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,55.0,55.0,43.0,67.0,3.0,0.3333333333333333,0.0,台南,"[時間],[人名]駕駛[人名]所有[車號]自小客車,在[地點]發生車禍,雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,,,,民國102年6月28日7時30分許，[姓名]駕駛[姓名]所有[車牌]號自小客車，在臺南市北區文成三路與育德一街口，與[姓名]騎乘本人所有[車牌]號機車發生車禍，雙方車損，[姓名]受傷。,0,文成三路,1.0,1760.0,32.0,0,育德一街,1.0,1760.0,32.0,自小客車,機車,1,0,1
10200730,B.刑事,交通事故,385000000000000.0,371000000000000.0,成立,2.0,4.0,0.0,13.0,2013.0,10.0,302.0,2013.0,11.0,318.0,1.0,3.0,503.0,910.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,2.0,0.0,0.0,0.0,51.5,51.5,38.0,65.0,3.0,0.3333333333333333,0.0,台南,"[時間],[人名]駕駛本人所有[車號]自小客車,在[地點]發生車禍,雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,78.0,66.0,0.846153846,民國102年7月14日13時25分許，[姓名]駕駛本人所有[車牌]自小客車，在臺南市永康區中央路23巷口，與[姓名]騎乘[姓名]所有[車牌]機車發生車禍，雙方車損，[姓名]受傷。,1,中央路,2.0,3730.0,43.0,0,,,,,自小客車,機車,1,0,1
10200742,B.刑事,交通事故,385000000000000.0,385000000000000.0,成立,1.0,2.0,0.0,5.0,2013.0,11.0,306.0,2013.0,11.0,312.0,5.0,4.0,963.0,560.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,211.0,145.0,0.687203791,民國102年9月16日8時55分，[姓名]騎乘本人所有[車牌]機車，在臺南市北區長榮路五段440號前，與[姓名]騎乘本人所有[車牌]機車發生車禍，雙方車損、人傷,0,長榮路,1.0,3920.0,50.0,0,,,,,機車,機車,1,0,1
10200762,B.刑事,交通事故,385000000000000.0,304000000000000.0,成立,1.0,3.0,0.0,3.0,2013.0,11.0,311.0,2013.0,11.0,315.0,3.0,0.0,1077.0,660.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,52.0,52.0,52.0,52.0,3.0,0.6666666666666666,0.6666666666666666,台南,"[時間],[人名]駕駛[人名]所有[車號]自小客車,在[地點]發生車禍,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,162.0,117.0,0.722222222,民國102年5月27日23時00分許，[姓名]駛[姓名]所有[車牌]自小客車，在臺南市永康區中華路901號前，與行人[姓名]發生車禍，[姓名]受傷。,0,中華路,2.0,1950.0,46.0,0,,,,,自小客車,行人,1,0,0
10200768,B.刑事,交通事故,385000000000000.0,385000000000000.0,成立,1.0,2.0,0.0,7.0,2013.0,11.0,313.0,2013.0,11.0,323.0,5.0,1.0,637.0,860.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘本人 所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,212.0,146.0,0.688679245,民國102年8月30日23時30分，[姓名]騎乘本人 所有[車牌]機車，在臺南市東區大同路二段與大同路二段635巷口，與[姓名]騎乘本人所有[車牌]機車發生車禍，雙方車損、人傷。,0,大同路,2.0,1950.0,46.0,1,大同路,2.0,1950.0,46.0,機車,機車,1,0,1
10200777,B.刑事,交通事故,385000000000000.0,244000000000000.0,成立,3.0,3.0,0.0,31.0,2013.0,11.0,318.0,2013.0,12.0,360.0,3.0,3.0,1089.0,910.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,15.0,15.0,15.0,15.0,3.0,0.6666666666666666,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車搭載[人名],在[地點]發生車禍,雙方車損,[人名]､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,9.0,7.0,0.777777778,民國102年7月29日7時15分，[姓名]騎乘[車牌]機車搭載[姓名]，在臺南市北區和緯路2段與西門路4段171巷20弄口，與[姓名]駕駛[車牌]自小客車發生車禍，雙方車損，[姓名]、[姓名]受傷。,0,和緯路,1.0,1760.0,32.0,1,西門路,2.0,3920.0,40.0,機車,自小客車,1,0,1
10200785,B.刑事,交通事故,385000000000000.0,354000000000000.0,成立,2.0,2.0,0.0,10.0,2013.0,11.0,319.0,2013.0,11.0,332.0,4.0,3.0,1100.0,920.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘[人名]所有[車號]機車,在[地點]發生車禍,雙方車損,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,80.0,56.0,0.7,民國102年9月21日16時30分，[姓名]騎乘[姓名]所有[車牌]號機車，在臺南市北區育德路與文成一路口，與[姓名]駛[車牌]號自小客車發生車禍，雙方車損，[姓名]受傷。,0,育德路,1.0,1760.0,32.0,0,文成一路,1.0,1760.0,32.0,機車,自小客車,1,0,1
10200801,B.刑事,交通事故,385000000000000.0,3.85e+19,成立,1.0,2.0,0.0,1.0,2013.0,11.0,329.0,2013.0,11.0,329.0,0.0,0.0,599.0,600.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,45.0,45.0,45.0,45.0,2.0,0.5,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車,在[地點]發生車禍,雙方車損､人傷,現雙方先就[人名]體傷､[人名]車損､體傷和解如下:r\n\一､[人名]同意給付[人名]醫療費､慰問金及其他一切必要費用共計新台幣參拾萬元整〈不含強制汽車責任保險各項給付〉給付方式:[人名][時間]在[地點]處理〈不含強制汽車責任保險各項給付〉r\n\三､兩造同意拋棄本事件民事其餘請求權､不追究刑事責任｡",300000.0,300000.0,300000.0,300000.0,125.0,86.0,0.688,民國102年5月31日9時10分許，在臺南市永康區中正南路380號前，[姓名]騎乘[車牌]號機車，與[姓名]騎乘[車牌]號機車發生車禍，雙方車損、人傷。同意給付[姓名]醫療費、慰問金及其他費用共計新台幣三拾萬元整，於102年11月25日以現金付清。自行處理車損。兩造同意拋棄本事件民事其餘請求權、不追究刑事責任。,0,中正南路,1.0,3920.0,50.0,0,,,,,機車,機車,1,0,1
10200812,B.刑事,交通事故,385000000000000.0,244000000000000.0,成立,2.0,4.0,1.0,16.0,2013.0,11.0,332.0,2013.0,12.0,353.0,3.0,3.0,516.0,860.0,0.0,0.0,1.0,1.0,2.0,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,49.5,49.5,37.0,62.0,3.0,0.3333333333333333,0.0,台南,"[時間]6日[時間],[人名]駕駛[車號]自小客車,在[地點]發生車禍,雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,10.0,8.0,0.8,民國102年6日10時45分，[姓名]駛[車牌]號自小客車，在臺南市北區公園北路147號前，與[姓名]騎乘[公司]所有[車牌]號機車發生車禍，雙方車損、[姓名]受傷。,0,公園北路,2.0,1850.0,37.0,0,,,,,自小客車,機車,1,0,1
10200831,B.刑事,交通事故,385000000000000.0,385000000000000.0,成立,1.0,3.0,0.0,13.0,2013.0,12.0,338.0,2013.0,12.0,354.0,2.0,4.0,649.0,560.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,213.0,147.0,0.690140845,民國102年11月21日11時20分，[姓名]騎乘本人所有[車牌]號機車，在臺南市北區公園路634巷102號，與[姓名]騎乘本人所有[車牌]號機車發生車禍，雙方車損、人傷,1,公園路,2.0,1850.0,37.0,0,,,,,機車,機車,1,0,1
10200833,B.刑事,交通事故,385000000000000.0,3.85e+19,成立,1.0,2.0,0.0,4.0,2013.0,12.0,339.0,2013.0,12.0,344.0,3.0,1.0,593.0,910.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]駕駛本人所有[車號]自小客車,在[地點]發生車禍,雙方無車損,[人名]小擦傷,雙方現場表示互不追究,但第3人報警｡",-1.0,-1.0,-1.0,-1.0,126.0,87.0,0.69047619,民國102年8月10日17時39分，[姓名]駕駛本人所有[車牌]號自小客車，在臺南市北區北門路2段216號前，與[姓名]騎乘本人所有[車牌]號機車發生車禍，雙方無車損，[姓名]小擦傷，雙方現場表示互不追究。,0,北門路,1.0,1760.0,32.0,0,,,,,自小客車,機車,1,0,0
10200834,B.刑事,交通事故,385000000000000.0,385000000000000.0,成立,2.0,2.0,0.0,10.0,2013.0,12.0,341.0,2013.0,12.0,354.0,5.0,4.0,733.0,630.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]駕駛本人所有[車號]自小客車,在[地點]發生車禍,雙方車損,無人受傷｡",-1.0,-1.0,-1.0,-1.0,214.0,148.0,0.691588785,民國102年10月1日7時30分許，[姓名]駛本人所有[車牌]自小客車，在臺南市北區西門路3段41號前，與[姓名]駛[姓名]所有[車牌]自小客車發生車禍，雙方車損，無人受傷。,0,西門路,2.0,3920.0,40.0,0,,,,,自小客車,自小客車,0,0,1
10200845,B.刑事,交通事故,385000000000000.0,372000000000000.0,成立,1.0,7.0,1.0,6.0,2013.0,12.0,344.0,2013.0,12.0,351.0,1.0,1.0,1065.0,860.0,0.0,0.0,1.0,1.0,2.0,0.3333333333333333,1.0,2.0,2.0,1.0,0.0,51.333333333333336,54.0,40.0,60.0,6.0,0.5,0.0,台南,"[時間],[人名]駕駛 [車號]自小客車與[人名]騎乘本人所有[車號]機車､[人名]騎乘[人名]所有[車號]機車,在[地點]發生車禍,三方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,93.0,67.0,0.720430108,民國102年11月15日18時40分，[姓名]駛 [車牌]自小客車與[姓名]騎乘本人所有[車牌]機車、[姓名]騎乘[公司]所有[車牌]機車，在臺南市北區西門路4段5223號前發生車禍，三方車損、[姓名]受傷。,0,西門路,2.0,3920.0,40.0,0,,,,,自小客車,機車,1,0,1
10200846,B.刑事,交通事故,385000000000000.0,341000000000000.0,成立,2.0,2.0,0.0,10.0,2013.0,12.0,344.0,2013.0,12.0,357.0,1.0,0.0,1075.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.5,台南,"[時間],[人名]騎乘本人所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,167.0,115.0,0.688622754,民國102年07月17日21時00分，[姓名]騎乘本人所有[車牌]號機車，在臺南市北區和緯路5段與和緯路5段284巷口，與[姓名]騎乘[公司]所有[車牌]號機車發生車禍，雙方車損、人傷。,0,和緯路,1.0,1760.0,32.0,1,和緯路,1.0,1760.0,32.0,機車,機車,1,0,1
10200848,B.刑事,交通事故,385000000000000.0,222000000000000.0,成立,1.0,2.0,0.0,12.0,2013.0,12.0,339.0,2013.0,12.0,354.0,3.0,4.0,543.0,600.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,0.0,0.0,0.0,51.0,51.0,51.0,51.0,2.0,0.5,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車,在[地點]發生車禍,雙方車損,[人名]受傷,[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,46.0,33.0,0.717391304,民國102年5月27日20時25分，[姓名]騎乘本人所有[車牌]機車，在臺南市永康區小東路與忠義街口，與[姓名]騎乘腳踏車發生車禍，雙方車損，[姓名]受傷，[姓名]受傷。,0,小東路,1.0,1860.0,43.0,0,忠義街,1.0,1860.0,43.0,機車,腳踏車,1,0,1
10200856,B.刑事,交通事故,385000000000000.0,3.85e+19,成立,1.0,3.0,0.0,2.0,2013.0,12.0,350.0,2013.0,12.0,351.0,0.0,1.0,868.0,480.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車與[人名]騎乘本人所有腳踏車,在[地點]發生車禍,雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,127.0,88.0,0.692913386,民國102年11月12日6時30分許，[姓名]騎乘本人所有[車牌]號機車與[姓名]騎乘本人所有腳踏車，在臺南市北區文賢路與文賢路1122巷口發生車禍，雙方車損、[姓名]受傷。,0,文賢路,2.0,1850.0,37.0,1,文賢路,2.0,1850.0,37.0,機車,腳踏車,1,0,1
10200861,B.刑事,交通事故,385000000000000.0,206000000000000.0,成立,1.0,2.0,0.0,6.0,2013.0,12.0,353.0,2013.0,12.0,360.0,3.0,3.0,716.0,910.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車與[人名]騎乘本人所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,41.0,33.0,0.804878049,民國102年9月22日21時50分許，[姓名]騎乘本人所有[車牌]號機車與[姓名]騎乘本人所有[車牌]號機車，在臺南市北區中華北路1段與大和路口發生車禍，雙方車損、人傷。,0,中華北路,2.0,1850.0,37.0,0,大和路,1.0,1760.0,32.0,機車,機車,1,0,1
10200863,B.刑事,交通事故,385000000000000.0,245000000000000.0,成立,2.0,2.0,0.0,11.0,2013.0,12.0,351.0,2013.0,12.0,365.0,1.0,1.0,1081.0,990.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘第3人所有[車號]機車與[人名]騎乘本人所有[車號]機車,在[地點]發生車禍,雙方表示無車損,[人名]､[人名]輕傷,現就2人體傷賠償調解如下:r\n\一､[人名]同意給付[人名]醫療費､慰問金及其他一切必要費用共計新台幣5000元整｡不含強制汽車責任保險各項給付,強制險自行申請〉給付方式:[時間]在調解委員會當場以現金付清,不另立據｡r\n\二､[人名]損失自行負擔〈不含強制汽車責任保險各項給付,強制險自行申請〉r\n\三､兩造同意拋棄本事件民事其餘請求權､不追究刑事責任｡",5000.0,5000.0,5000.0,5000.0,38.0,25.0,0.657894737,民國102年11月7日10時0分許，[姓名]騎乘第3人所有[車牌]號機車與[姓名]騎乘本人所有[車牌]號機車，在臺南市北區林森路與開南街口發生車禍，雙方表示無車損，[姓名]、[姓名]輕傷，現就2人體傷賠償,0,林森路,2.0,1850.0,37.0,0,開南街,1.0,1760.0,32.0,機車,機車,1,0,0
10300001,B.刑事,交通事故,385000000000000.0,341000000000000.0,不成立,1.0,4.0,0.0,13.0,2013.0,12.0,354.0,2014.0,1.0,7.0,4.0,1.0,1025.0,920.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,,,,,4.0,1.0,0.0,台南,"[時間],[人名]駕駛 所有[車號]自小客車搭載[人名],在[地點]發生車禍,雙方車損､[人名]､[人名]､ 受傷｡",-1.0,-1.0,-1.0,-1.0,168.0,116.0,0.69047619,民國102年8月3日14時24分許，[姓名]駕駛所有[車牌]自小客車搭載[姓名]，在臺南市北區公園南路338巷口，與[姓名]駕駛所有[車牌]自小客車搭載[姓名]發生車禍，雙方車損、[姓名]、[姓名]、受傷。,1,公園南路,2.0,1850.0,37.0,0,,,,,自小客車,自小客車,1,0,1
10300002,B.刑事,交通事故,385000000000000.0,385000000000000.0,不成立,2.0,2.0,0.0,13.0,2013.0,12.0,354.0,2014.0,1.0,7.0,4.0,1.0,1059.0,860.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]駕駛 所有[車號]自小客車與[人名]駕駛本人所有[車號]自小客車,在[地點]發生車禍,雙方車損｡",-1.0,-1.0,-1.0,-1.0,215.0,149.0,0.693023256,民國102年08月26日10時25分許，[姓名]駕駛本人所有[車牌]自小客車與[姓名]駛本人所有[車牌]自小客車，在臺南市北區北門路二段開元橋上發生車禍，雙方車損。,0,北門路,1.0,1760.0,32.0,0,,,,,自小客車,自小客車,0,0,1
10300003,B.刑事,交通事故,385000000000000.0,206000000000000.0,不成立,2.0,2.0,0.0,20.0,2013.0,12.0,354.0,2014.0,1.0,16.0,4.0,3.0,1076.0,860.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]駕駛[人名]所有[車號]自小客車與[人名]駕駛本人所有ACJ一2510號自小客車,在[地點]發生車禍,雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,42.0,34.0,0.80952381,民國102年2月22日3時50分許，[姓名]駛[姓名]所有[車牌]自小客車與[姓名]駛本人所有[車牌]自小客車，在臺南市北區北安路與西門路口發生車禍，雙方車損、[姓名]受傷。,0,北安路,2.0,1850.0,37.0,0,西門路,2.0,3920.0,40.0,自小客車,自小客車,1,0,1
10300004,B.刑事,交通事故,385000000000000.0,244000000000000.0,成立,1.0,8.0,1.0,9.0,2013.0,12.0,357.0,2014.0,1.0,2.0,0.0,3.0,589.0,860.0,0.0,0.0,1.0,1.0,1.0,0.2,1.0,1.0,3.0,0.0,0.0,50.66666666666666,47.0,47.0,58.0,5.0,0.4,0.0,台中,"[時間],[人名]騎乘本人所有[車號]機車與[人名]騎乘[人名]所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,12.0,10.0,0.833333333,民國102年11月19日11時40分許，[姓名]騎乘[車牌]號機車與[姓名]騎乘[車牌]號機車，在臺南市永康區中華西街85號前發生車禍，雙方車損、人傷。,0,中華西街,1.0,1760.0,32.0,0,,,,,機車,機車,1,0,1
10300005,B.刑事,交通事故,385000000000000.0,206000000000000.0,成立,4.0,3.0,1.0,44.0,2013.0,12.0,357.0,2014.0,2.0,51.0,0.0,3.0,617.0,860.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,47.0,47.0,47.0,47.0,3.0,0.6666666666666666,0.0,台南,"[時間],[人名]騎乘本人所有[車號]機車與[人名]駕駛[人名]所有[車號]自小客車,在[地點]發生車禍,雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,43.0,34.0,0.790697674,民國102年11月4日12時10分許，[姓名]騎乘本人所有[車牌]號機車與[姓名]駛[姓名]所有[車牌]號自小客車，在臺南市北區小東路與林森路口發生車禍，雙方車損、[姓名]受傷。,0,小東路,1.0,1860.0,43.0,0,林森路,2.0,1850.0,37.0,機車,自小客車,1,0,1
10300007,B.刑事,交通事故,385000000000000.0,354000000000000.0,成立,2.0,2.0,0.0,34.0,2013.0,12.0,357.0,2014.0,2.0,37.0,0.0,3.0,854.0,930.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘[人名]所有[車號]機車與[人名]駕駛本人所有[車號]自小客車,在[地點]發生車禍,雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,81.0,57.0,0.703703704,民國102年8月17日8時10分許，[姓名]騎乘[姓名]所有[車牌]號機車與[姓名]駕駛本人所有[車牌]號自用小客車，在臺南市中西區成功路與西和路口發生車禍，雙方車損、[姓名]受傷，,0,成功路,1.0,1860.0,50.0,0,西和路,2.0,1850.0,37.0,機車,自小客車,1,0,1
10300008,B.刑事,交通事故,385000000000000.0,385000000000000.0,不成立,1.0,2.0,0.0,10.0,2013.0,12.0,357.0,2014.0,1.0,3.0,0.0,4.0,1024.0,600.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,,,,2.0,1.0,0.0,台南,"[時間],[人名]騎乘[人名]所有[車號]機車與[人名]騎乘 所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,216.0,149.0,0.689814815,民國102年7月15日22時5分許，[姓名]騎乘[姓名]所有[車牌]號機車與[姓名]騎乘[姓名]所有[車牌]號機車，在臺南市北區成功路14號前發生車禍，雙方車損、人傷。,0,成功路,1.0,1860.0,50.0,0,,,,,機車,機車,1,0,1
10300009,B.刑事,交通事故,385000000000000.0,222000000000000.0,成立,2.0,4.0,1.0,82.0,2013.0,12.0,362.0,2014.0,4.0,112.0,5.0,1.0,575.0,910.0,0.0,0.0,1.0,1.0,1.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.0,46.5,46.5,46.0,47.0,3.0,0.3333333333333333,0.0,台南,"[時間],[人名]駕駛本人所有[車號]自小客車,在[地點]發生車禍,雙方車損､[人名]受傷,現就[人名]車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,47.0,34.0,0.723404255,民國102年9月6日13時34分許，[姓名]駛本人所有[車牌]自小客車，在臺南市北區海安路三段與文成二路口，與[姓名]騎乘[姓名]所有[車牌]機車發生車禍，雙方車損、[姓名]受傷,0,海安路,2.0,1850.0,37.0,0,文成二路,1.0,1760.0,32.0,自小客車,機車,1,0,1
10300010,B.刑事,交通事故,385000000000000.0,3.85e+19,成立,2.0,2.0,0.0,12.0,2013.0,12.0,362.0,2014.0,1.0,14.0,5.0,1.0,592.0,900.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,35.0,35.0,35.0,35.0,2.0,0.5,0.0,台南,"[時間],[人名]騎乘[人名]所有[車號]機車,在[地點]發生車禍,雙方車損､人傷｡",-1.0,-1.0,-1.0,-1.0,128.0,89.0,0.6953125,民國102年11月8日11時58分許，[姓名]騎乘[姓名]所有[車牌]號機車，在臺南市北區文成路與育賢街口，與[姓名]騎乘本人所有[車牌]號機車發生車禍，雙方車損、人傷。,0,文成路,1.0,1760.0,32.0,0,育賢街,1.0,1760.0,32.0,機車,機車,1,0,1
10300011,B.刑事,交通事故,385000000000000.0,385000000000000.0,成立,1.0,4.0,1.0,7.0,2013.0,12.0,362.0,2014.0,1.0,7.0,5.0,1.0,604.0,910.0,0.0,0.0,1.0,1.0,1.0,0.25,1.0,2.0,2.0,0.0,0.0,45.66666666666666,52.0,31.0,54.0,4.0,0.25,0.75,台南,"[時間],[人名]駕駛[人名]有[車號]自小客車,在[地點]發生車禍,雙方車損､[人名]受傷｡",-1.0,-1.0,-1.0,-1.0,217.0,149.0,0.686635945,民國102年11月8日13時55分許，[姓名]駕駛[姓名]有[車牌]自小客車，在臺南市北區北門路2段與公園北路口，與[姓名]騎乘[姓名]所有[車牌]機車發生車禍，雙方車損、[姓名]受傷。,0,北門路,1.0,1760.0,32.0,0,公園北路,2.0,1850.0,37.0,自小客車,機車,1,0,1
10300012,B.刑事,交通事故,385000000000000.0,371000000000000.0,成立,1.0,2.0,0.0,9.0,2013.0,12.0,362.0,2014.0,1.0,9.0,5.0,3.0,612.0,860.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,48.0,48.0,48.0,48.0,2.0,0.5,0.0,台南,"[時間],[人名]騎乘[車號]機車,在[地點]發生車禍,雙方車損,[人名]受傷,[人名]未受傷｡",-1.0,-1.0,-1.0,-1.0,81.0,69.0,0.851851852,民國102年12月9日19時30分許，[姓名]騎乘[車牌]號機車，在臺南市永康區中正路與中正路495巷口，與[姓名]騎乘本人所有[車牌]號機車發生車禍，雙方車損，[姓名]受傷，[姓名]未受傷。,0,中正路,1.0,1760.0,32.0,1,中正路,1.0,1760.0,32.0,機車,機車,1,0,1
